1660,21824.709999999883
1661,21797.209999999883
1662,21807.30999999988
896,23192.459999999875
897,26318.270000000273
902,26318.270000000273
904,26318.270000000273
905,26318.270000000273
907,26318.270000000273
912,26318.270000000273
913,26318.270000000273
915,26318.270000000273
917,26318.270000000273
919,26318.270000000273
922,26318.270000000273
926,26318.270000000273
928,26318.270000000273
934,26318.270000000273
941,26318.270000000273
942,26318.270000000273
943,26318.270000000273
946,26318.270000000273
949,26318.270000000273
954,26318.270000000273
955,26318.270000000273
1027,22114.14999999983
1029,22114.14999999983
1009,22124.409999999883
1010,22114.14999999983
1018,22128.809999999885
1019,22128.809999999885
1020,22124.409999999883
1021,22124.409999999883
1022,22114.14999999983
1023,22124.409999999883
1024,22124.409999999883
1025,22114.14999999983
1026,22114.14999999983
1028,22124.409999999883
1030,22124.409999999883
1031,22124.409999999883
1032,22128.809999999885
1033,22128.809999999885
1034,22114.14999999983
1035,22114.14999999983
1036,22124.409999999883
1037,22124.409999999883
1038,22124.409999999883
1039,22124.409999999883
1040,22124.409999999883
1041,22124.409999999883
1042,22124.409999999883
1043,22124.409999999883
1044,22124.409999999883
1045,22114.14999999983
1046,22124.409999999883
1047,22124.409999999883
1048,22124.409999999883
1049,22146.409999999883
1050,22124.409999999883
1051,22124.409999999883
1052,22124.409999999883
1053,22124.409999999883
1054,22124.409999999883
1055,22124.409999999883
1056,22124.409999999883
1057,22124.409999999883
1058,22128.809999999885
1059,22124.409999999883
1060,22124.409999999883
1061,22128.809999999885
1062,22128.809999999885
1063,25208.809999999903
1064,22128.809999999885
1065,25228.8699999999
1066,22128.809999999885
1067,22128.809999999885
1068,22128.809999999885
1069,25228.8699999999
1070,22128.809999999885
1071,25228.8699999999
1072,23008.809999999885
1073,26088.809999999903
1074,25208.809999999903
1075,23008.809999999885
1076,25208.809999999903
1077,23008.809999999885
1078,26088.809999999903
1079,26088.809999999903
1080,25208.809999999903
901,26318.270000000273
903,26318.270000000273
906,26318.270000000273
908,26318.270000000273
