1095,117501.28000000038
1104,110498.2100000004
1099,110498.2100000004
1100,123741.43000000052
1097,108083.2100000004
1098,110498.2100000004
1101,110498.2100000004
1102,110498.2100000004
1103,108083.2100000004
707,21889.500000000047
709,21908.08000000005
712,21889.500000000047
713,21896.72000000005
715,21933.99000000005
806,21892.62000000005
807,24471.59000000008
714,21884.960000000046
721,21905.590000000047
725,21892.62000000005
808,24484.40000000008
727,21905.590000000047
811,21889.500000000047
729,21908.08000000005
813,24480.260000000082
814,24480.260000000082
827,24480.260000000082
830,24471.59000000008
853,24471.59000000008
820,21889.500000000047
804,24507.84000000008
842,21908.08000000005
831,24471.59000000008
854,21921.48000000005
825,21921.48000000005
832,24486.870000000083
802,24483.370000000083
838,24471.59000000008
815,24480.66000000008
850,24480.66000000008
879,24483.370000000083
723,21884.960000000046
848,24467.07000000008
798,24480.260000000082
839,21889.500000000047
837,24480.66000000008
843,24523.34000000008
863,21889.500000000047
864,24467.07000000008
849,21889.500000000047
866,21889.500000000047
875,21902.90000000005
857,21884.960000000046
878,24503.97000000008
818,24492.63000000008
834,24527.460000000083
