1777,14539.90999999998
1789,14512.45999999998
1814,14516.859999999979
1820,14546.28999999995
1828,14512.45999999998
3193,14541.259999999964
3378,14581.009999999947
1681,14538.589999999951
1742,14538.589999999951
1988,14512.45999999998
2000,14528.90999999998
2146,14512.45999999998
2211,14546.28999999995
2269,14552.359999999995
3194,14541.259999999964
3406,14581.009999999947
1683,14538.589999999951
1822,14538.589999999951
1992,ERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONS14429.619999999939
2004,ERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONS118.85000000000011
2213,14546.28999999995
2270,14516.859999999979
3195,14541.259999999964
3411,ERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONS73.85000000000002
1684,14538.589999999951
1824,14538.589999999951
1994,14512.45999999998
2016,14528.90999999998
2179,14760.019999999928
2214,14546.28999999995
2273,14563.360000000011
3196,14541.259999999964
3418,14581.009999999947
1686,14538.589999999951
1830,14538.589999999951
2001,3483
2021,14528.90999999998
2216,13248.58999999995
2276,14516.859999999979
3197,14541.259999999964
3420,14581.009999999947
1688,14538.589999999951
2008,14512.45999999998
2029,10209.45
2184,14512.45999999998
2218,14546.28999999995
2293,14516.859999999979
3198,14541.259999999964
3434,14581.009999999947
1691,14538.589999999951
2012,14512.45999999998
2047,14528.90999999998
2186,14512.45999999998
2246,14505.509999999946
2294,14516.859999999979
3208,14541.259999999964
3477,14581.009999999947
1693,14538.589999999951
1842,14538.589999999951
2014,10193
2185,14528.90999999998
2187,14512.45999999998
2248,14546.28999999995
2295,14516.859999999979
2398,14539.90999999998
3210,14541.259999999964
3534,14581.009999999947
1695,14538.589999999951
2072,ERROR PRODUCT OPTIONSERROR PRODUCT OPTIONS43228.830000000235
2251,14546.28999999995
2296,14516.859999999979
3213,14541.259999999964
3322,14561.709999999948
3539,14581.009999999947
1115,22124.409999999883
1697,14538.589999999951
2075,57767.09000000011
2298,14516.859999999979
3214,14541.259999999964
3548,14581.009999999947
1721,14538.589999999951
2083,14528.90999999998
2190,14512.45999999998
2299,14516.859999999979
2304,14764.419999999911
3216,14541.259999999964
3555,14581.009999999947
1724,14538.589999999951
2088,14528.90999999998
2262,14761.509999999913
3217,14541.259999999964
3583,14581.009999999947
2192,14512.45999999998
2307,14516.859999999979
3097,14538.589999999951
3221,14541.259999999964
3588,14581.009999999947
1729,14538.589999999951
2431,14539.90999999998
3222,14541.259999999964
3591,14581.009999999947
1731,14538.589999999951
2333,14516.859999999979
3225,14541.259999999964
3600,14581.009999999947
1734,14538.589999999951
2054,14512.45999999998
2197,14512.45999999998
3230,14541.259999999964
3606,14581.009999999947
1736,14538.589999999951
3244,14541.259999999964
3612,14581.009999999947
1739,14538.589999999951
1928,14538.589999999951
2353,14516.859999999979
3247,14541.259999999964
3707,14581.009999999947
1719,14538.589999999951
3251,14541.259999999964
3621,14581.009999999947
1741,14538.589999999951
3252,14541.259999999964
3622,14581.009999999947
1835,14538.589999999951
2203,14512.45999999998
3255,ERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONS14306.899999999992
3581,14581.009999999947
1838,14538.589999999951
3258,14541.259999999964
3628,14581.009999999947
1839,14538.589999999951
2205,14512.45999999998
2414,136.23000000000008
3260,14541.259999999964
3630,14581.009999999947
1840,14538.589999999951
1953,14538.589999999951
2472,ERROR PRODUCT OPTIONS14759.969999999928
3263,14541.259999999964
3637,14581.009999999947
1841,14538.589999999951
2208,14512.45999999998
2483,14508.809999999947
3264,14541.259999999964
3641,14581.009999999947
3267,14541.259999999964
3644,14581.009999999947
1844,14538.589999999951
2506,ERROR PRODUCT OPTIONS14743.169999999927
3271,14541.259999999964
3645,14581.009999999947
1846,14538.589999999951
3275,ERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONSERROR PRODUCT OPTIONS14292.900000000003
3648,14581.009999999947
1848,14538.589999999951
3281,14541.259999999964
3652,14581.009999999947
1850,14538.589999999951
2117,14512.45999999998
3284,14541.259999999964
3658,14581.009999999947
1851,14538.589999999951
1969,14538.589999999951
2439,14790.549999999907
3287,14541.259999999964
3633,14581.009999999947
1854,14538.589999999951
3289,14541.259999999964
3631,14581.009999999947
1856,14538.589999999951
2260,14768.459999999906
2441,14516.859999999979
3291,14541.259999999964
1858,14538.589999999951
2264,14512.45999999998
3295,14541.259999999964
3626,14581.009999999947
1859,14538.589999999951
2268,26895.5199999999
3296,14541.259999999964
3620,14581.009999999947
1860,14538.589999999951
2567,28981.869999999795
3298,14541.259999999964
3608,14581.009999999947
1862,14538.589999999951
2140,14528.90999999998
